"Nome comercial","Nome da oportunidade","Telefone principal","Instagram","Segmento","Fonte","Tags","Dor provavel","Gancho - Abordagem","Observacoes"
"AUTO ESCOLA DIRIJA","NUC x AUTO ESCOLA DIRIJA","+55 24 3341-2381","https://www.google.com/search?q=AUTO+ESCOLA+DIRIJA+Volta+Redonda+instagram","Educacao - Autoescola","Prospeccao Ativa","Volta Redonda","Turmas com vagas ociosas; alunos escolhem pelo preco, nao pela qualidade; dificuldade em se diferenciar das concorrentes.","A AUTO ESCOLA DIRIJA tem 338 avaliacoes em Volta Redonda. Autoescolas que investem em marketing digital preenchem turmas mais rapido e reduzem custo de aquisicao por aluno - queria mostrar como funciona.","Empresa: AUTO ESCOLA DIRIJA | Local: Volta Redonda | Nota Google: 4.9 (338 avaliacoes) | Categorias: Autoescola | DICA SDR: Autoescola tem estrutura administrativa enxuta - o dono geralmente esta na secretaria. Fale em lotar turmas com captacao digital e reduzir custo por aluno."
"Auto Escola Cobrinha Centro de Formação de Condutores","NUC x Auto Escola Cobrinha Centro de Formação de Condutores","+55 24 3337-5700","https://www.google.com/search?q=Auto+Escola+Cobrinha+Centro+de+Forma%C3%A7%C3%A3o+de+Condutores+Volta+Redonda+instagram","Educacao - Autoescola","Prospeccao Ativa","Volta Redonda","Turmas com vagas ociosas; alunos escolhem pelo preco, nao pela qualidade; dificuldade em se diferenciar das concorrentes.","A Auto Escola Cobrinha Centro de Formação de Condutores tem 334 avaliacoes em Volta Redonda. Autoescolas que investem em marketing digital preenchem turmas mais rapido e reduzem custo de aquisicao por aluno - queria mostrar como funciona.","Empresa: Auto Escola Cobrinha Centro de Formação de Condutores | Local: Volta Redonda | Nota Google: 4.9 (334 avaliacoes) | Categorias: Autoescola, Auto moto escola | DICA SDR: Autoescola tem estrutura administrativa enxuta - o dono geralmente esta na secretaria. Fale em lotar turmas com captacao digital e reduzir custo por aluno."
"Autoescola Habilitar","NUC x Autoescola Habilitar","+55 24 99828-7545","https://www.google.com/search?q=Autoescola+Habilitar+Barra+Mansa+instagram","Educacao - Autoescola","Prospeccao Ativa","Barra Mansa","Turmas com vagas ociosas; alunos escolhem pelo preco, nao pela qualidade; dificuldade em se diferenciar das concorrentes.","A Autoescola Habilitar tem 327 avaliacoes em Barra Mansa. Autoescolas que investem em marketing digital preenchem turmas mais rapido e reduzem custo de aquisicao por aluno - queria mostrar como funciona.","Empresa: Autoescola Habilitar | Local: Barra Mansa | Nota Google: 5.0 (327 avaliacoes) | Categorias: Autoescola | DICA SDR: Autoescola tem estrutura administrativa enxuta - o dono geralmente esta na secretaria. Fale em lotar turmas com captacao digital e reduzir custo por aluno."
"Auto Escola Riviera Barra Mansa","NUC x Auto Escola Riviera Barra Mansa","+55 24 3323-1488","https://www.google.com/search?q=Auto+Escola+Riviera+Barra+Mansa+Barra+Mansa+instagram","Educacao - Autoescola","Prospeccao Ativa","Barra Mansa","Turmas com vagas ociosas; alunos escolhem pelo preco, nao pela qualidade; dificuldade em se diferenciar das concorrentes.","Pesquisando autoescolas em Barra Mansa, a Auto Escola Riviera Barra Mansa chamou atencao. O aluno de hoje pesquisa no Google antes de escolher - queria mostrar como colocar voces em primeiro nessa busca.","Empresa: Auto Escola Riviera Barra Mansa | Local: Barra Mansa | Nota Google: 4.7 (321 avaliacoes) | Categorias: Autoescola, Departamento de trânsito, Local do exame prático de direção, Auto moto escola | DICA SDR: Autoescola tem estrutura administrativa enxuta - o dono geralmente esta na secretaria. Fale em lotar turmas com captacao digital e reduzir custo por aluno."
"Bluevet - Atendimento Veterinario em Volta Redonda","NUC x Bluevet - Atendimento Veterinario em Volta Redonda","+55 24 98127-1723","https://www.google.com/search?q=Bluevet+-+Atendimento+Veterinario+em+Volta+Redonda+Volta+Redonda+instagram","Saude Animal - Veterinaria","Prospeccao Ativa","Volta Redonda","Concorrencia com pet shops que oferecem consultas baratas; dificuldade em fidelizar tutores; marketing boca a boca limitado.","A Bluevet - Atendimento Veterinario em Volta Redonda tem 1381 avaliacoes em Volta Redonda. Clinicas veterinarias que investem em marketing digital fidelizam tutores e atraem novos clientes da regiao toda - queria mostrar como.","Empresa: Bluevet - Atendimento Veterinario em Volta Redonda | Local: Volta Redonda | Nota Google: 4.9 (1381 avaliacoes) | Categorias: Veterinário, Serviço veterinário de emergência, Pet Shop, Farmácia veterinária | DICA SDR: Clinica veterinaria pequena/media tem o veterinario-dono acessivel. Fale em fidelizacao de tutores e captacao de novos clientes no mercado pet, que cresce forte."
"Clive Veterinária","NUC x Clive Veterinária","+55 24 3345-8403","https://www.google.com/search?q=Clive+Veterin%C3%A1ria+Volta+Redonda+instagram","Saude Animal - Veterinaria","Prospeccao Ativa","Volta Redonda","Concorrencia com pet shops que oferecem consultas baratas; dificuldade em fidelizar tutores; marketing boca a boca limitado.","A Clive Veterinária tem 648 avaliacoes em Volta Redonda. Clinicas veterinarias que investem em marketing digital fidelizam tutores e atraem novos clientes da regiao toda - queria mostrar como.","Empresa: Clive Veterinária | Local: Volta Redonda | Nota Google: 4.5 (648 avaliacoes) | Categorias: Veterinário | DICA SDR: Clinica veterinaria pequena/media tem o veterinario-dono acessivel. Fale em fidelizacao de tutores e captacao de novos clientes no mercado pet, que cresce forte."
"Clínica Veterinária 24 Horas | São Francisco","NUC x Clínica Veterinária 24 Horas | São Francisco","+55 24 3347-2218","https://www.google.com/search?q=Cl%C3%ADnica+Veterin%C3%A1ria+24+Horas+%7C+Sa%CC%83o+Francisco+Volta+Redonda+instagram","Saude Animal - Veterinaria","Prospeccao Ativa","Volta Redonda","Concorrencia com pet shops que oferecem consultas baratas; dificuldade em fidelizar tutores; marketing boca a boca limitado.","Vi a Clínica Veterinária 24 Horas | São Francisco bem avaliada em Volta Redonda. O mercado pet so cresce e clinicas com boa presenca digital captam muito mais clientes - faz sentido conversar sobre isso.","Empresa: Clínica Veterinária 24 Horas | São Francisco | Local: Volta Redonda | Nota Google: 4.5 (502 avaliacoes) | Categorias: Hospital Veterinário, Veterinário | DICA SDR: Clinica veterinaria pequena/media tem o veterinario-dono acessivel. Fale em fidelizacao de tutores e captacao de novos clientes no mercado pet, que cresce forte."
"Hospital Veterinário São Lázaro","NUC x Hospital Veterinário São Lázaro","+55 24 99880-7043","https://www.google.com/search?q=Hospital+Veterin%C3%A1rio+S%C3%A3o+L%C3%A1zaro+Volta+Redonda+instagram","Saude Animal - Veterinaria","Prospeccao Ativa","Volta Redonda","Concorrencia com pet shops que oferecem consultas baratas; dificuldade em fidelizar tutores; marketing boca a boca limitado.","Vi a Hospital Veterinário São Lázaro bem avaliada em Volta Redonda. O mercado pet so cresce e clinicas com boa presenca digital captam muito mais clientes - faz sentido conversar sobre isso.","Empresa: Hospital Veterinário São Lázaro | Local: Volta Redonda | Nota Google: 4.2 (398 avaliacoes) | Categorias: Hospital Veterinário | DICA SDR: Clinica veterinaria pequena/media tem o veterinario-dono acessivel. Fale em fidelizacao de tutores e captacao de novos clientes no mercado pet, que cresce forte."
"Studio de Pilates Clara Velasco","NUC x Studio de Pilates Clara Velasco","+55 24 99966-5614","https://www.instagram.com/pilatesclaravelasco?igsh=MTc3ZXo5NTdkZ3Z3Ng==","Saude - Pilates","Prospeccao Ativa","Volta Redonda","Agenda com horarios vagos; depende de indicacao; dificuldade em mostrar diferencial em relacao a academias tradicionais.","A Studio de Pilates Clara Velasco tem 30 avaliacoes em Volta Redonda. Estudios de pilates com presenca digital estruturada conseguem lotar a agenda sem depender so de indicacao - queria apresentar como.","Empresa: Studio de Pilates Clara Velasco | Local: Volta Redonda | Nota Google: 5.0 (30 avaliacoes) | Categorias: Estúdio de pilates | DICA SDR: Estudio de pilates e muito compacto - a dona/instrutor principal costuma estar no local. Aborde com foco em agenda lotada e captacao de alunos sem depender de indicacao."
"Movimento Cura Pilates Studio","NUC x Movimento Cura Pilates Studio","+55 24 98133-7170","https://instagram.com/pilates.movimentocura?igshid=NmE0MzVhZDY=","Saude - Pilates","Prospeccao Ativa","Volta Redonda","Agenda com horarios vagos; depende de indicacao; dificuldade em mostrar diferencial em relacao a academias tradicionais.","A Movimento Cura Pilates Studio tem 30 avaliacoes em Volta Redonda. Estudios de pilates com presenca digital estruturada conseguem lotar a agenda sem depender so de indicacao - queria apresentar como.","Empresa: Movimento Cura Pilates Studio | Local: Volta Redonda | Nota Google: 5.0 (30 avaliacoes) | Categorias: Estúdio de pilates | DICA SDR: Estudio de pilates e muito compacto - a dona/instrutor principal costuma estar no local. Aborde com foco em agenda lotada e captacao de alunos sem depender de indicacao."
